"Scenario","Area","Year","Population"
"SSP1","Croatia",2090,2722.4
"SSP1","Croatia",2095,2631
"SSP1","Croatia",2100,2535.3
"SSP1","Cuba",2020,11309.2
"SSP1","Cuba",2025,11201.3
"SSP1","Cuba",2030,11115.7
"SSP1","Cuba",2035,10980.5
"SSP1","Cuba",2040,10797.5
"SSP1","Cuba",2045,10576.1
"SSP1","Cuba",2050,10315.2
"SSP1","Cuba",2055,10004.7
"SSP1","Cuba",2060,9651.2
"SSP1","Cuba",2065,9274.1
"SSP1","Cuba",2070,8902.4
"SSP1","Cuba",2075,8550.9
"SSP1","Cuba",2080,8224.3
"SSP1","Cuba",2085,7900.7
"SSP1","Cuba",2090,7561.2
"SSP1","Cuba",2095,7198.8
"SSP1","Cuba",2100,6826.3
"SSP1","Curaçao",2020,188.6
"SSP1","Curaçao",2025,194.7
"SSP1","Curaçao",2030,200.5
"SSP1","Curaçao",2035,205.6
"SSP1","Curaçao",2040,209.9
"SSP1","Curaçao",2045,213.8
"SSP1","Curaçao",2050,217.1
"SSP1","Curaçao",2055,220.1
"SSP1","Curaçao",2060,222.6
"SSP1","Curaçao",2065,224
"SSP1","Curaçao",2070,224.2
"SSP1","Curaçao",2075,223.1
"SSP1","Curaçao",2080,220.6
"SSP1","Curaçao",2085,216.4
"SSP1","Curaçao",2090,210.7
"SSP1","Curaçao",2095,203.6
"SSP1","Curaçao",2100,195.4
"SSP1","Cyprus",2020,1233.8
"SSP1","Cyprus",2025,1285.1
"SSP1","Cyprus",2030,1317.3
"SSP1","Cyprus",2035,1345.6
"SSP1","Cyprus",2040,1372.8
"SSP1","Cyprus",2045,1400.9
"SSP1","Cyprus",2050,1429
"SSP1","Cyprus",2055,1451.5
"SSP1","Cyprus",2060,1466.8
"SSP1","Cyprus",2065,1472.6
"SSP1","Cyprus",2070,1470.3
"SSP1","Cyprus",2075,1459.8
"SSP1","Cyprus",2080,1439.9
"SSP1","Cyprus",2085,1408.6
"SSP1","Cyprus",2090,1366.7
"SSP1","Cyprus",2095,1318.6
"SSP1","Cyprus",2100,1268.8
"SSP1","Czech Republic",2020,10537.9
"SSP1","Czech Republic",2025,10858.2
"SSP1","Czech Republic",2030,10735
"SSP1","Czech Republic",2035,10599.2
"SSP1","Czech Republic",2040,10479.5
"SSP1","Czech Republic",2045,10393.4
"SSP1","Czech Republic",2050,10329.7
"SSP1","Czech Republic",2055,10261.8
"SSP1","Czech Republic",2060,10166.7
"SSP1","Czech Republic",2065,10025
"SSP1","Czech Republic",2070,9841.6
"SSP1","Czech Republic",2075,9631.9
"SSP1","Czech Republic",2080,9416.6
"SSP1","Czech Republic",2085,9207.5
"SSP1","Czech Republic",2090,8997.4
"SSP1","Czech Republic",2095,8767.5
"SSP1","Czech Republic",2100,8512
"SSP1","Democratic People's Republic of Korea",2020,25813.2
"SSP1","Democratic People's Republic of Korea",2025,26389.6
"SSP1","Democratic People's Republic of Korea",2030,26520.4
"SSP1","Democratic People's Republic of Korea",2035,26375.2
"SSP1","Democratic People's Republic of Korea",2040,26096.8
"SSP1","Democratic People's Republic of Korea",2045,25736.8
"SSP1","Democratic People's Republic of Korea",2050,25325.9
"SSP1","Democratic People's Republic of Korea",2055,24832.9
"SSP1","Democratic People's Republic of Korea",2060,24175.2
"SSP1","Democratic People's Republic of Korea",2065,23399.8
"SSP1","Democratic People's Republic of Korea",2070,22596.6
"SSP1","Democratic People's Republic of Korea",2075,21822.2
"SSP1","Democratic People's Republic of Korea",2080,21075.3
"SSP1","Democratic People's Republic of Korea",2085,20317.6
"SSP1","Democratic People's Republic of Korea",2090,19515.1
"SSP1","Democratic People's Republic of Korea",2095,18674.3
"SSP1","Democratic People's Republic of Korea",2100,17831.9
"SSP1","Democratic Republic of the Congo",2020,91331.9
"SSP1","Democratic Republic of the Congo",2025,106128.9
"SSP1","Democratic Republic of the Congo",2030,120841.8
"SSP1","Democratic Republic of the Congo",2035,135388.7
"SSP1","Democratic Republic of the Congo",2040,149525.2
"SSP1","Democratic Republic of the Congo",2045,163621.7
"SSP1","Democratic Republic of the Congo",2050,177040
"SSP1","Democratic Republic of the Congo",2055,189234.7
"SSP1","Democratic Republic of the Congo",2060,199946.1
"SSP1","Democratic Republic of the Congo",2065,209252.4
"SSP1","Democratic Republic of the Congo",2070,217130.5
"SSP1","Democratic Republic of the Congo",2075,223502.6
"SSP1","Democratic Republic of the Congo",2080,228184.7
"SSP1","Democratic Republic of the Congo",2085,231113.4
"SSP1","Democratic Republic of the Congo",2090,232039.2
"SSP1","Democratic Republic of the Congo",2095,231047.2
"SSP1","Democratic Republic of the Congo",2100,228245.1
"SSP1","Denmark",2020,5810.8
"SSP1","Denmark",2025,5907.4
"SSP1","Denmark",2030,5975.5
"SSP1","Denmark",2035,6035.5
"SSP1","Denmark",2040,6084.3
"SSP1","Denmark",2045,6132.2
"SSP1","Denmark",2050,6188.6
"SSP1","Denmark",2055,6237.9
"SSP1","Denmark",2060,6277.4
"SSP1","Denmark",2065,6305
"SSP1","Denmark",2070,6326.7
"SSP1","Denmark",2075,6347
"SSP1","Denmark",2080,6363.8
"SSP1","Denmark",2085,6366.5
"SSP1","Denmark",2090,6336.6
"SSP1","Denmark",2095,6243.1
"SSP1","Denmark",2100,6098.4
"SSP1","Djibouti",2020,1082.3
"SSP1","Djibouti",2025,1145.6
"SSP1","Djibouti",2030,1198.3
"SSP1","Djibouti",2035,1240.8
"SSP1","Djibouti",2040,1272.6
"SSP1","Djibouti",2045,1296.3
"SSP1","Djibouti",2050,1309.6
"SSP1","Djibouti",2055,1313.1
"SSP1","Djibouti",2060,1305.8
"SSP1","Djibouti",2065,1290.9
"SSP1","Djibouti",2070,1269.7
"SSP1","Djibouti",2075,1242.5
"SSP1","Djibouti",2080,1209.3
"SSP1","Djibouti",2085,1170.3
"SSP1","Djibouti",2090,1125.8
"SSP1","Djibouti",2095,1076.8
"SSP1","Djibouti",2100,1025.1
"SSP1","Dominican Republic",2020,10939.3
"SSP1","Dominican Republic",2025,11483.4
"SSP1","Dominican Republic",2030,11917.2
"SSP1","Dominican Republic",2035,12246.3
"SSP1","Dominican Republic",2040,12463.7
"SSP1","Dominican Republic",2045,12591
"SSP1","Dominican Republic",2050,12643.6
"SSP1","Dominican Republic",2055,12624.8
"SSP1","Dominican Republic",2060,12539
"SSP1","Dominican Republic",2065,12402.5
"SSP1","Dominican Republic",2070,12221.1
"SSP1","Dominican Republic",2075,12001.8
"SSP1","Dominican Republic",2080,11747.1
"SSP1","Dominican Republic",2085,11462.4
"SSP1","Dominican Republic",2090,11149.3
"SSP1","Dominican Republic",2095,10809.7
"SSP1","Dominican Republic",2100,10442
"SSP1","Ecuador",2020,17487.2
"SSP1","Ecuador",2025,18334.2
"SSP1","Ecuador",2030,19086.6
"SSP1","Ecuador",2035,19670.7
"SSP1","Ecuador",2040,20080.3
"SSP1","Ecuador",2045,20379.2
"SSP1","Ecuador",2050,20561.1
"SSP1","Ecuador",2055,20621.3
"SSP1","Ecuador",2060,20559
"SSP1","Ecuador",2065,20396.8
"SSP1","Ecuador",2070,20145
"SSP1","Ecuador",2075,19808.8
"SSP1","Ecuador",2080,19394.4
"SSP1","Ecuador",2085,18906.4
"SSP1","Ecuador",2090,18348.3
"SSP1","Ecuador",2095,17713.7
"SSP1","Ecuador",2100,16993.2
"SSP1","Egypt",2020,106538.7
"SSP1","Egypt",2025,115442.8
"SSP1","Egypt",2030,123879.5
"SSP1","Egypt",2035,131831.5
"SSP1","Egypt",2040,139245.8
"SSP1","Egypt",2045,146122.8
"SSP1","Egypt",2050,151995.4
"SSP1","Egypt",2055,156699.9
"SSP1","Egypt",2060,160225.7
"SSP1","Egypt",2065,162614
"SSP1","Egypt",2070,163990
"SSP1","Egypt",2075,164551.9
"SSP1","Egypt",2080,164406.4
"SSP1","Egypt",2085,163595.5
"SSP1","Egypt",2090,162269.7
"SSP1","Egypt",2095,160361.6
"SSP1","Egypt",2100,157840.7
"SSP1","El Salvador",2020,6280.9
"SSP1","El Salvador",2025,6346.6
"SSP1","El Salvador",2030,6375
"SSP1","El Salvador",2035,6350.1
"SSP1","El Salvador",2040,6278.3
"SSP1","El Salvador",2045,6178.7
"SSP1","El Salvador",2050,6049.1
"SSP1","El Salvador",2055,5890.9
"SSP1","El Salvador",2060,5705.8
"SSP1","El Salvador",2065,5516.1
"SSP1","El Salvador",2070,5323.8
"SSP1","El Salvador",2075,5130.4
"SSP1","El Salvador",2080,4935
"SSP1","El Salvador",2085,4737.6
"SSP1","El Salvador",2090,4536.6
"SSP1","El Salvador",2095,4332.6
"SSP1","El Salvador",2100,4129.8
"SSP1","Equatorial Guinea",2020,1578.4
"SSP1","Equatorial Guinea",2025,1780.9
"SSP1","Equatorial Guinea",2030,1978.9
"SSP1","Equatorial Guinea",2035,2169.3
"SSP1","Equatorial Guinea",2040,2347.7
"SSP1","Equatorial Guinea",2045,2518.6
"SSP1","Equatorial Guinea",2050,2681.2
"SSP1","Equatorial Guinea",2055,2821.2
"SSP1","Equatorial Guinea",2060,2935.6
"SSP1","Equatorial Guinea",2065,3023.6
"SSP1","Equatorial Guinea",2070,3083.3
"SSP1","Equatorial Guinea",2075,3115.5
"SSP1","Equatorial Guinea",2080,3120.6
"SSP1","Equatorial Guinea",2085,3104.8
"SSP1","Equatorial Guinea",2090,3069.5
"SSP1","Equatorial Guinea",2095,3013.4
"SSP1","Equatorial Guinea",2100,2934.3
"SSP1","Eritrea",2020,3523.7
"SSP1","Eritrea",2025,3808.4
"SSP1","Eritrea",2030,4066.1
"SSP1","Eritrea",2035,4292.7
"SSP1","Eritrea",2040,4475.3
"SSP1","Eritrea",2045,4619.8
"SSP1","Eritrea",2050,4721.7
"SSP1","Eritrea",2055,4779
"SSP1","Eritrea",2060,4794.4
"SSP1","Eritrea",2065,4787.3
"SSP1","Eritrea",2070,4755.5
"SSP1","Eritrea",2075,4699.6
"SSP1","Eritrea",2080,4624.1
"SSP1","Eritrea",2085,4529.1
"SSP1","Eritrea",2090,4416
"SSP1","Eritrea",2095,4285.6
"SSP1","Eritrea",2100,4143.3
"SSP1","Estonia",2020,1329.1
"SSP1","Estonia",2025,1349.1
"SSP1","Estonia",2030,1315.6
"SSP1","Estonia",2035,1285.6
"SSP1","Estonia",2040,1260.9
"SSP1","Estonia",2045,1241.6
"SSP1","Estonia",2050,1224.9
"SSP1","Estonia",2055,1207.3
"SSP1","Estonia",2060,1187.3
"SSP1","Estonia",2065,1165.3
"SSP1","Estonia",2070,1141.9
"SSP1","Estonia",2075,1117.7
"SSP1","Estonia",2080,1093.1
"SSP1","Estonia",2085,1067.7
"SSP1","Estonia",2090,1041.8
"SSP1","Estonia",2095,1016
"SSP1","Estonia",2100,990.4
"SSP1","Ethiopia",2020,115638.4
"SSP1","Ethiopia",2025,129120.2
"SSP1","Ethiopia",2030,141425.4
"SSP1","Ethiopia",2035,152826.4
"SSP1","Ethiopia",2040,163165
"SSP1","Ethiopia",2045,172847.4
"SSP1","Ethiopia",2050,181569.6
"SSP1","Ethiopia",2055,188977.5
"SSP1","Ethiopia",2060,194906.4
"SSP1","Ethiopia",2065,199240.9
"SSP1","Ethiopia",2070,202091.2
"SSP1","Ethiopia",2075,203319.1
"SSP1","Ethiopia",2080,202967.9
"SSP1","Ethiopia",2085,201233
"SSP1","Ethiopia",2090,198241.2
"SSP1","Ethiopia",2095,194086
"SSP1","Ethiopia",2100,188916.5
"SSP1","Fiji",2020,918.1
"SSP1","Fiji",2025,938.2
"SSP1","Fiji",2030,948.9
"SSP1","Fiji",2035,951.2
"SSP1","Fiji",2040,946.2
"SSP1","Fiji",2045,935.7
"SSP1","Fiji",2050,919.4
"SSP1","Fiji",2055,898.6
"SSP1","Fiji",2060,874
"SSP1","Fiji",2065,849.3
"SSP1","Fiji",2070,824.1
"SSP1","Fiji",2075,798.8
"SSP1","Fiji",2080,774.4
"SSP1","Fiji",2085,751
"SSP1","Fiji",2090,729
"SSP1","Fiji",2095,708.1
"SSP1","Fiji",2100,687.9
"SSP1","Finland",2020,5525.2
"SSP1","Finland",2025,5542
"SSP1","Finland",2030,5528.8
"SSP1","Finland",2035,5518.6
"SSP1","Finland",2040,5509.6
"SSP1","Finland",2045,5504.3
"SSP1","Finland",2050,5510.3
"SSP1","Finland",2055,5503.5
"SSP1","Finland",2060,5491.7
"SSP1","Finland",2065,5482.6
"SSP1","Finland",2070,5479.9
"SSP1","Finland",2075,5476.4
"SSP1","Finland",2080,5456.4
"SSP1","Finland",2085,5385.2
"SSP1","Finland",2090,5270.6
"SSP1","Finland",2095,5123.1
"SSP1","Finland",2100,4960.1
"SSP1","France",2020,64457.8
"SSP1","France",2025,65135.1
"SSP1","France",2030,65830.7
"SSP1","France",2035,66599.1
"SSP1","France",2040,67371.4
"SSP1","France",2045,68067.1
"SSP1","France",2050,68621.6
"SSP1","France",2055,68956.9
"SSP1","France",2060,69158.2
"SSP1","France",2065,69289
"SSP1","France",2070,69389.1
"SSP1","France",2075,69436.2
"SSP1","France",2080,69365.7
"SSP1","France",2085,69074.9
"SSP1","France",2090,68369.2
"SSP1","France",2095,67352.9
"SSP1","France",2100,66065.1
"SSP1","French Guiana",2020,287.8
"SSP1","French Guiana",2025,319
"SSP1","French Guiana",2030,347.1
"SSP1","French Guiana",2035,372.7
"SSP1","French Guiana",2040,395.8
"SSP1","French Guiana",2045,417.1
"SSP1","French Guiana",2050,436.3
"SSP1","French Guiana",2055,452.3
"SSP1","French Guiana",2060,465
"SSP1","French Guiana",2065,474.3
"SSP1","French Guiana",2070,480.6
"SSP1","French Guiana",2075,484.9
"SSP1","French Guiana",2080,487.8
"SSP1","French Guiana",2085,489.1
"SSP1","French Guiana",2090,488.3
"SSP1","French Guiana",2095,484.6
"SSP1","French Guiana",2100,477.5
"SSP1","French Polynesia",2020,300.7
"SSP1","French Polynesia",2025,310.6
"SSP1","French Polynesia",2030,319.5
"SSP1","French Polynesia",2035,326.5
"SSP1","French Polynesia",2040,331.6
"SSP1","French Polynesia",2045,335
"SSP1","French Polynesia",2050,336.3
"SSP1","French Polynesia",2055,335.3
"SSP1","French Polynesia",2060,332.2
"SSP1","French Polynesia",2065,328
"SSP1","French Polynesia",2070,323.2
"SSP1","French Polynesia",2075,317.9
"SSP1","French Polynesia",2080,312
"SSP1","French Polynesia",2085,305.6
"SSP1","French Polynesia",2090,298.9
"SSP1","French Polynesia",2095,292.3
"SSP1","French Polynesia",2100,285.8
"SSP1","Gabon",2020,2268
"SSP1","Gabon",2025,2500.4
"SSP1","Gabon",2030,2715.6
"SSP1","Gabon",2035,2910.4
"SSP1","Gabon",2040,3085.4
"SSP1","Gabon",2045,3247.5
"SSP1","Gabon",2050,3396.8
"SSP1","Gabon",2055,3518.9
"SSP1","Gabon",2060,3607.8
"SSP1","Gabon",2065,3664.4
"SSP1","Gabon",2070,3690.8
"SSP1","Gabon",2075,3695.1
"SSP1","Gabon",2080,3681
"SSP1","Gabon",2085,3650
"SSP1","Gabon",2090,3603.6
"SSP1","Gabon",2095,3540.4
"SSP1","Gabon",2100,3460.3
"SSP1","Gambia",2020,2541
"SSP1","Gambia",2025,2817.8
"SSP1","Gambia",2030,3081.6
"SSP1","Gambia",2035,3330.1
"SSP1","Gambia",2040,3549.8
"SSP1","Gambia",2045,3751.3
"SSP1","Gambia",2050,3924.3
"SSP1","Gambia",2055,4062.6
"SSP1","Gambia",2060,4161.1
"SSP1","Gambia",2065,4229.5
"SSP1","Gambia",2070,4268.5
"SSP1","Gambia",2075,4277.9
"SSP1","Gambia",2080,4258.4
"SSP1","Gambia",2085,4215.3
"SSP1","Gambia",2090,4149
"SSP1","Gambia",2095,4061.1
"SSP1","Gambia",2100,3953
"SSP1","Georgia",2020,3769.2
"SSP1","Georgia",2025,3623.3
"SSP1","Georgia",2030,3471.8
"SSP1","Georgia",2035,3322.5
"SSP1","Georgia",2040,3184.3
"SSP1","Georgia",2045,3054.2
"SSP1","Georgia",2050,2924.6
"SSP1","Georgia",2055,2790.4
"SSP1","Georgia",2060,2653
"SSP1","Georgia",2065,2527.5
"SSP1","Georgia",2070,2416.2
"SSP1","Georgia",2075,2317.6
"SSP1","Georgia",2080,2229
"SSP1","Georgia",2085,2149
"SSP1","Georgia",2090,2077.9
"SSP1","Georgia",2095,2017.2
"SSP1","Georgia",2100,1966.3
"SSP1","Germany",2020,83267.7
"SSP1","Germany",2025,83670.1
"SSP1","Germany",2030,83249.6
"SSP1","Germany",2035,82816
"SSP1","Germany",2040,82426.7
"SSP1","Germany",2045,82148.7
"SSP1","Germany",2050,81876.1
"SSP1","Germany",2055,81433.4
"SSP1","Germany",2060,80739
"SSP1","Germany",2065,79836.6
"SSP1","Germany",2070,78930.8
"SSP1","Germany",2075,78094.4
"SSP1","Germany",2080,77184.1
"SSP1","Germany",2085,75960.4
"SSP1","Germany",2090,74150.6
"SSP1","Germany",2095,71718.4
"SSP1","Germany",2100,68905
"SSP1","Ghana",2020,31849.2
"SSP1","Ghana",2025,35002.1
"SSP1","Ghana",2030,37886.3
"SSP1","Ghana",2035,40551.5
"SSP1","Ghana",2040,42998.7
"SSP1","Ghana",2045,45326.6
"SSP1","Ghana",2050,47435.4
"SSP1","Ghana",2055,49156.7
"SSP1","Ghana",2060,50475.4
"SSP1","Ghana",2065,51403.9
"SSP1","Ghana",2070,52012.2
"SSP1","Ghana",2075,52314.4
"SSP1","Ghana",2080,52312.4
"SSP1","Ghana",2085,52042.5
"SSP1","Ghana",2090,51521.5
"SSP1","Ghana",2095,50756.4
"SSP1","Ghana",2100,49769.2
"SSP1","Greece",2020,10543.3
"SSP1","Greece",2025,10376.2
"SSP1","Greece",2030,10237.9
"SSP1","Greece",2035,10123.9
"SSP1","Greece",2040,10032.2
"SSP1","Greece",2045,9957.1
"SSP1","Greece",2050,9888.5
"SSP1","Greece",2055,9793.7
"SSP1","Greece",2060,9665.3
"SSP1","Greece",2065,9503.9
"SSP1","Greece",2070,9320.9
"SSP1","Greece",2075,9124.6
"SSP1","Greece",2080,8918.1
"SSP1","Greece",2085,8700.2
"SSP1","Greece",2090,8470.4
"SSP1","Greece",2095,8225.9
"SSP1","Greece",2100,7950.7
"SSP1","Grenada",2020,123.2
"SSP1","Grenada",2025,125.9
"SSP1","Grenada",2030,127.2
"SSP1","Grenada",2035,127.5
"SSP1","Grenada",2040,127.4
"SSP1","Grenada",2045,127.1
"SSP1","Grenada",2050,126.4
"SSP1","Grenada",2055,125.1
"SSP1","Grenada",2060,123.1
"SSP1","Grenada",2065,120.9
"SSP1","Grenada",2070,118.6
"SSP1","Grenada",2075,116.1
"SSP1","Grenada",2080,113.3
"SSP1","Grenada",2085,110.1
"SSP1","Grenada",2090,106.6
"SSP1","Grenada",2095,103.1
"SSP1","Grenada",2100,99.7
"SSP1","Guadeloupe",2020,395.1
"SSP1","Guadeloupe",2025,397.5
"SSP1","Guadeloupe",2030,400.3
"SSP1","Guadeloupe",2035,401.1
"SSP1","Guadeloupe",2040,399.8
"SSP1","Guadeloupe",2045,396.5
"SSP1","Guadeloupe",2050,391.8
"SSP1","Guadeloupe",2055,386.3
"SSP1","Guadeloupe",2060,380.3
"SSP1","Guadeloupe",2065,374.5
"SSP1","Guadeloupe",2070,369.1
"SSP1","Guadeloupe",2075,364.7
"SSP1","Guadeloupe",2080,361.4
"SSP1","Guadeloupe",2085,359.2
"SSP1","Guadeloupe",2090,357.4
"SSP1","Guadeloupe",2095,355
"SSP1","Guadeloupe",2100,350.9
"SSP1","Guam",2020,168.6
"SSP1","Guam",2025,172.5
"SSP1","Guam",2030,175.6
"SSP1","Guam",2035,177.8
"SSP1","Guam",2040,178.6
"SSP1","Guam",2045,178.4
"SSP1","Guam",2050,177.2
"SSP1","Guam",2055,174.9
"SSP1","Guam",2060,172
"SSP1","Guam",2065,169.2
"SSP1","Guam",2070,166.5
"SSP1","Guam",2075,164.1
"SSP1","Guam",2080,161.6
"SSP1","Guam",2085,159
"SSP1","Guam",2090,156.2
"SSP1","Guam",2095,153.1
"SSP1","Guam",2100,149.6
"SSP1","Guatemala",2020,17231.2
"SSP1","Guatemala",2025,18454.5
"SSP1","Guatemala",2030,19593.9
"SSP1","Guatemala",2035,20542.9
"SSP1","Guatemala",2040,21312
"SSP1","Guatemala",2045,21936.2
"SSP1","Guatemala",2050,22375.4
"SSP1","Guatemala",2055,22629.9
"SSP1","Guatemala",2060,22727.3
"SSP1","Guatemala",2065,22707.3
"SSP1","Guatemala",2070,22571.8
"SSP1","Guatemala",2075,22317.6
"SSP1","Guatemala",2080,21941.7
"SSP1","Guatemala",2085,21459.1
"SSP1","Guatemala",2090,20881.7
"SSP1","Guatemala",2095,20220.1
"SSP1","Guatemala",2100,19489.8
"SSP1","Guinea",2020,13041.6
"SSP1","Guinea",2025,14449.9
"SSP1","Guinea",2030,15728
"SSP1","Guinea",2035,16885.6
"SSP1","Guinea",2040,17901.9
"SSP1","Guinea",2045,18825.5
"SSP1","Guinea",2050,19613.6
"SSP1","Guinea",2055,20243
"SSP1","Guinea",2060,20703.5
"SSP1","Guinea",2065,21027.9
"SSP1","Guinea",2070,21218.2
"SSP1","Guinea",2075,21262
"SSP1","Guinea",2080,21175.7
"SSP1","Guinea",2085,20953.8
"SSP1","Guinea",2090,20633.4
"SSP1","Guinea",2095,20225.2
"SSP1","Guinea",2100,19741
"SSP1","Guinea-Bissau",2020,1993.3
"SSP1","Guinea-Bissau",2025,2200.7
"SSP1","Guinea-Bissau",2030,2394.5
"SSP1","Guinea-Bissau",2035,2569.1
"SSP1","Guinea-Bissau",2040,2723.5
"SSP1","Guinea-Bissau",2045,2863.6
"SSP1","Guinea-Bissau",2050,2989.4
"SSP1","Guinea-Bissau",2055,3087.9
"SSP1","Guinea-Bissau",2060,3158.5
"SSP1","Guinea-Bissau",2065,3203.7
"SSP1","Guinea-Bissau",2070,3224.6
"SSP1","Guinea-Bissau",2075,3222.9
"SSP1","Guinea-Bissau",2080,3202.1
"SSP1","Guinea-Bissau",2085,3164.2
"SSP1","Guinea-Bissau",2090,3108.2
"SSP1","Guinea-Bissau",2095,3034.6
"SSP1","Guinea-Bissau",2100,2943.9
"SSP1","Guyana",2020,791.8
"SSP1","Guyana",2025,804.3
"SSP1","Guyana",2030,809.1
"SSP1","Guyana",2035,805.6
"SSP1","Guyana",2040,794.5
"SSP1","Guyana",2045,778.2
"SSP1","Guyana",2050,757.2
"SSP1","Guyana",2055,732.9
"SSP1","Guyana",2060,705.9
"SSP1","Guyana",2065,679.7
"SSP1","Guyana",2070,654.4
"SSP1","Guyana",2075,629.9
"SSP1","Guyana",2080,606.1
"SSP1","Guyana",2085,582.7
"SSP1","Guyana",2090,559.8
"SSP1","Guyana",2095,537.6
"SSP1","Guyana",2100,516.5
"SSP1","Haiti",2020,11234.5
"SSP1","Haiti",2025,11927.1
"SSP1","Haiti",2030,12506.1
"SSP1","Haiti",2035,12967.1
"SSP1","Haiti",2040,13305.1
"SSP1","Haiti",2045,13562.7
"SSP1","Haiti",2050,13717.3
"SSP1","Haiti",2055,13754.6
"SSP1","Haiti",2060,13671.8
"SSP1","Haiti",2065,13511.5
"SSP1","Haiti",2070,13283.5
"SSP1","Haiti",2075,12998.6
"SSP1","Haiti",2080,12662.3
"SSP1","Haiti",2085,12279.7
"SSP1","Haiti",2090,11856.5
"SSP1","Haiti",2095,11402.2
"SSP1","Haiti",2100,10928.1
"SSP1","Honduras",2020,10041.8
"SSP1","Honduras",2025,10758.6
"SSP1","Honduras",2030,11389.7
"SSP1","Honduras",2035,11915
"SSP1","Honduras",2040,12322.7
"SSP1","Honduras",2045,12642.5
"SSP1","Honduras",2050,12878.1
"SSP1","Honduras",2055,13030.8
"SSP1","Honduras",2060,13096.9
"SSP1","Honduras",2065,13087.4
"SSP1","Honduras",2070,12999.7
"SSP1","Honduras",2075,12842.5
"SSP1","Honduras",2080,12625.1
"SSP1","Honduras",2085,12356.7
"SSP1","Honduras",2090,12038.9
"SSP1","Honduras",2095,11671.2
"SSP1","Honduras",2100,11251.7
"SSP1","Hong Kong Special Administrative Region of China",2020,7501.9
"SSP1","Hong Kong Special Administrative Region of China",2025,7542.7
"SSP1","Hong Kong Special Administrative Region of China",2030,7567.6
"SSP1","Hong Kong Special Administrative Region of China",2035,7569.9
"SSP1","Hong Kong Special Administrative Region of China",2040,7560.1
"SSP1","Hong Kong Special Administrative Region of China",2045,7548.7
"SSP1","Hong Kong Special Administrative Region of China",2050,7547.8
"SSP1","Hong Kong Special Administrative Region of China",2055,7519.4
"SSP1","Hong Kong Special Administrative Region of China",2060,7447.5
"SSP1","Hong Kong Special Administrative Region of China",2065,7328.1
"SSP1","Hong Kong Special Administrative Region of China",2070,7178.8
"SSP1","Hong Kong Special Administrative Region of China",2075,7007.8
"SSP1","Hong Kong Special Administrative Region of China",2080,6813.8
"SSP1","Hong Kong Special Administrative Region of China",2085,6590.5
"SSP1","Hong Kong Special Administrative Region of China",2090,6334.7
"SSP1","Hong Kong Special Administrative Region of China",2095,6053.7
"SSP1","Hong Kong Special Administrative Region of China",2100,5761.2
"SSP1","Hungary",2020,9770.1
"SSP1","Hungary",2025,9602.8
"SSP1","Hungary",2030,9442.3
"SSP1","Hungary",2035,9266.1
"SSP1","Hungary",2040,9083.7
"SSP1","Hungary",2045,8909.1
"SSP1","Hungary",2050,8747.1
"SSP1","Hungary",2055,8588.9
"SSP1","Hungary",2060,8419.7
"SSP1","Hungary",2065,8224
"SSP1","Hungary",2070,7998.9
"SSP1","Hungary",2075,7759.5
"SSP1","Hungary",2080,7524
"SSP1","Hungary",2085,7298.4
"SSP1","Hungary",2090,7072.7
"SSP1","Hungary",2095,6838.2
"SSP1","Hungary",2100,6593.9
"SSP1","Iceland",2020,364.3
"SSP1","Iceland",2025,376.5
"SSP1","Iceland",2030,387
"SSP1","Iceland",2035,396.5
"SSP1","Iceland",2040,404.9
"SSP1","Iceland",2045,412.5
"SSP1","Iceland",2050,419.7
"SSP1","Iceland",2055,425.7
"SSP1","Iceland",2060,430.5
"SSP1","Iceland",2065,434.3
"SSP1","Iceland",2070,437.3
"SSP1","Iceland",2075,439
"SSP1","Iceland",2080,439
"SSP1","Iceland",2085,435.1
"SSP1","Iceland",2090,426.3
"SSP1","Iceland",2095,414.6
"SSP1","Iceland",2100,402.5
"SSP1","India",2020,1389966.4
"SSP1","India",2025,1440101.1
"SSP1","India",2030,1485835.1
"SSP1","India",2035,1518477.2
"SSP1","India",2040,1537916.8
"SSP1","India",2045,1547096.2
"SSP1","India",2050,1545574.9
"SSP1","India",2055,1535154.1
"SSP1","India",2060,1516115.9
"SSP1","India",2065,1489185.4
"SSP1","India",2070,1455424.4
"SSP1","India",2075,1414873.3
"SSP1","India",2080,1367929.7
"SSP1","India",2085,1315517.2
"SSP1","India",2090,1258952.7
"SSP1","India",2095,1199282
"SSP1","India",2100,1137751.3
"SSP1","Indonesia",2020,270825.8
"SSP1","Indonesia",2025,279835.2
"SSP1","Indonesia",2030,288180.5
"SSP1","Indonesia",2035,294152.6
"SSP1","Indonesia",2040,297594.9
"SSP1","Indonesia",2045,299186.5
"SSP1","Indonesia",2050,298844.6
"SSP1","Indonesia",2055,296860.2
"SSP1","Indonesia",2060,293123.7
"SSP1","Indonesia",2065,287850
"SSP1","Indonesia",2070,281363.3
"SSP1","Indonesia",2075,273967.6
"SSP1","Indonesia",2080,265911.4
"SSP1","Indonesia",2085,257336.1
